,content,Rating,neg,neu,pos,compound
588,"I have had to use AAA twice in the last…I have had to use AAA twice in the last two weeks for my motorcycle that had a hit-and-run while I was parked. I was so impressed with the customer service that I got from Shaundra at AAA.  I have a small motorcycle and it took some special skills to get it on such a big truck and tied down. Shaundra relayed that information to Windansea towing and they sent three men and two trucks to make sure it was done right. I was so impressed with the expertise, the professionalism and the confidence of the following men from Windansea on Midway Drive in San Diego, California: Saif, Omar, Sajjid and Raffid.",5,0.0,0.868,0.132,0.9458
589,BEEN WAITING ON A TOW TRUCK 5 HOURSBEEN WAITING ON A TOW TRUCK 5 HOURS. CALLED NUMEROUS TIMES TO SEE WHAT WAS GOING ON AND THEY BASICALLY SAID THEY COULDN'T GET IN CONTACT WITH THE DRIVER. AAA SUCKS I PLAN ON ENDING MY MEMBERSHIP.,1,0.062,0.938,0.0,-0.3612
590,"AAA is terribleAAA is terrible. My truck wouldn’t start, I called triple A for a tow. I had their premier membership thinking I’ll get quick service. Waited 4 hours, in that span of time, I was able to troubleshoot my starting issues. AAA was still 2 hours out. What waste of money for the last 3 years. I cancelled🤣.",1,0.108,0.859,0.033,-0.6249
591,No one ever came.Been waiting 13 hours for a tow truck. Unacceptable! Having to call another company. Hope someone can get us out of here...,1,0.187,0.714,0.099,-0.3802
592,Left stranded on a dangerous road AAA ghosted me and the PoliceMy vehicle was disabled on the side of the road from debris from accident and left on the side of a narrow two lane road. A police officer had to wait with me as I was in a bad spot .   After several attempts to get a tow  from AAA  they basically Ghosted me and the Police officer and said you can simply leave the car cause they have no one to come for a minimum of 3 hours after waiting  2 hours.  This costed me out of pocket  400. I put in a request to be reimbursed and they are doing it me again since It was part of the accident  so I have to fight with the insurance company now for their failure,1,0.163,0.837,0.0,-0.9655
593,"AAA is a wasteI have AAA, it was a comfort to know I had this in case of emergency, and finally emergency happened. Caught a flat tire 1:15 pm. It's 5:15pm and I'm currently still sitting in my car waiting for assistance. The temperature outside is unbearable hot Thank God the sun is finally setting because its about to be evening. Wasted the whole day sitting and waiting.Customer service is a joke, absolutely no help. Useless ETA.If I had paid for my own tow and my own tire change I would have been home by now.Please tell your friends and family reject AAA. Wast of money. I  should be payed for being customer of AAA for this utter S#!T show experience.",1,0.127,0.758,0.115,-0.3758
594,"Had AAA for 29 years and very…Had AAA for 29 years and very disappointed. For the 1st time I feel it’s not worth the value. Pay over $600 dollars a year and was just told because I called 5 times, I’m out of service. I was never told it goes by person not car. I have called in for my everyone’s car when it needed a tow or jump at our house. I should have had other members in the house call. So make sure you don’t have a same member of a household call, need to switch it up because goes by person not car. Very disappointed and not sure I will renew",1,0.105,0.849,0.046,-0.6938
595,"Near worthlessI’ve paid AAA for 13yrs.  Needed them today for a jump start around midnight in AUSTIN, TX.  Had to call over and over.  Then tried chat.  After 2.5hrs they closed the request.  Called in again, was transferred to dispatch who never picked up.  A complete waste of my time and money.  The words “sorry” are not in AAA Texas vocabulary.",1,0.044,0.904,0.051,0.1111
596,Worst insurance everWorst insurance ever. The charges kept increasing each month. Customer service is very rude and have you waiting forever to receive the service you paid for. Cancelled my membership and now happier than ever!,1,0.255,0.671,0.074,-0.8118
597,"Waited 4.5 hours for a jump after workWaited 4.5 hours for a jump after work, called 6 times and was told I could call for service myself so I did and they were at my car in 20 minutes",1,0.0,1.0,0.0,0.0
598,"Customer for over 20 yrs never had a…Customer for over 20 yrs never had a problem until now,youngest daughter called for a flat tire last night never came finally got home at 5am this morning,called AAA they said she must have cancelled the service( twice )after they never showed up.so I call get them to come out drive my car to the car and the driver said your not in correct car I show him the her car to change the flat and he couldn't change it ,he said the cars were park to close so he said he could put air in it and I could try to get it repaired at a shop. All I ask for him to do was put my spear tire on car. Didn't have my daughter keys so couldn't pull the car out to change it.so I told him to leave it. A stranger helped me change the tire. AAA need to do better .I'm always saying to my customers how great you are but today you failed.",1,0.041,0.924,0.035,-0.2313
599,"They make you wait forever!They make you wait forever!Days to get a battery,  then they put in the wrong one.  Now days trying to get them to come back out and put in the correct battery.I paid $281.10 for the battery, which is suppose to have a warranty!They finally came back out and replaced the wrong battery they put in with the correct battery. Car is now working great. It took about two weeks to resolve.",1,0.074,0.836,0.09,0.3348
600,"UnreliableUnreliable. They’ll gladly take your money in exchange for nothing. I called for service and waited 3h on the side of the road just to learn that no one is coming to help. Mind you I was in Houston’s very populated area, so absolutely no excuse why the service would not be provided. Very disappointing, after 7years of being a member, I’m finally going to give another company a chance.",1,0.104,0.778,0.118,0.0127
601,"Emergency ScamBacked into a snow bank at 7:30  p.m. in freezing temperatures. Called AAA and they ordered a tow truck. 11:00 pm no tow truck. Called again and was told there was no service available until 9:00 am. My choice--spend the nite in the car, which was now low on gas, or walk home on a dark snow packed rural road in the north woods two miles. I am 89 yrs, old. I walked home half frozen when I arrived, Don't count on AAA in an emergency.",1,0.149,0.851,0.0,-0.8779
602,"I would give less than 1 starI would give less than 1 star. Member for decade. 74 yo woman w flat tire trying to jump through hoops on a busy highway nearing darkness. First could not find my name, then could not find where I was, then transferred me and put me on hold. I gave up and paid GG or the local service who was there in 5 minutes. Looking for an option to AAA!",1,0.028,0.927,0.045,0.3016
603,My car broke down at a cemetery I had…My car broke down at a cemetery I had to wait a couple of hours before they got there I said for them to put a battery in my car he said I didn't need one that it just needed to get a jump that the battery was still good a couple months after that my car wouldn't start when I stopped at a store waited another couple of hours in the heat until AAA got there I said I don't want to hear you say I don't need a battery just put one in he said yes your battery is bad so on 10/10/2022 battery was replaced now it's April 2023 and my car wouldn't start again so I called AAA to come out at least I was home I had my receipt and it says it's under warranty of course the driver Charles comes up with some bull crap that it's not under warranty so I had it towed to Nissan where I had them check everything it was the battery a bad cylinder so YES IT SHOULD HAVE BEEN WARRANTY I WILL FIND ANOTHER ROADSIDE SERVICE AND THEN CANCEL MY SERVICE WITH AAA THEY DON'T STAND BEHIND THERE WARRANTIES SO DON'T WASTE YOUR TIME AND MONEY WITH GOING WITH AAA.,1,0.087,0.845,0.067,-0.5129
604,"I wish I could give 0 stars for Elijah ""Oowangabunga"" (Hadley Tow Truck)I wish I could give 0 stars. The service provided was extremely unprofessional, and downright infuriating. I requested a tow service, and Elijah (Hadley tow truck) answered the call. Despite insisting that my car was not okay to drive home in due to it overheating and smoking from the hood, he continuously pushed me to drive it on the freeway to my home in the next city over. He did not refuse me a tow service, but kept urging me that it was okay to drive home. After getting him to tow my car, he did not confirm the address with me (nor my ID at the beginning of the meeting, for that matter), and took it to the wrong address. I told him that my house was a block away, but he told me to just drive it the block to the address I provided in the initial service call. Elijah also refused to take it to my house because ""he would have to make a U-turn."" I kept insisting he not take my car off of the tow-truck, but he continued to ignore my requests and left my car in front of some random person's house. He told me that because he got a wrong address from Triple A, he was not allowed to take it to the address I told him was mine. I learned on the phone with Triple A customer service after the fact that he made that rule up, and should have taken my house to the address I gave to Triple A (which was correct on my end). I asked for his name or his card, and seeing that I was upset, he told me that he didn't have a card, and that his name was ""Oowangabunga"" while waving his hands in the air. Elijah sped off shortly after. I wish I was making this up. This happened last night April 16th, 2023, but the Date of Experience tab does not allow me to select that date for whatever reason.",1,0.1,0.872,0.028,-0.9787
605,"Service has gotten progressively worseYour service has gotten progressively worse over the last 5-6 years. I've had 3 service failures with you in the last couple years during breakdowns while traveling out of state, and I sat for hours and finally got a tow thru state troopers. I am not renewing.  That's not what I signed up for or paid for. I even got hung up on by one of your supervisors who couldn't understand why I was angry after 4 hours on the side of the road.While at one time you were the best roadside service one could have, I would go without before giving you one more dollar. Good luck selling this terrible service.",1,0.117,0.797,0.086,-0.4393
606,"Don't waste your money...I have been a member since 05/2022 and this by far has been the worst investment I've made. I'm a single mother living in a state that I know no one. So, I must say I relied on AAA for my car trouble.  I used the towing service and on 04/016/2023, I caught a flat on 77 north. I called to order a tow truck at 6:33 pm, two hours later I was receiving a call letting me know that it will be longer, and I could leave the car unattended. I left the flasher on think that it would be easier for them to locate the vehicle. Well, I went from having a flat tire to now needing to replace the battery, because it died after flashing for 6 hours. I didn't receive my car until after midnight, 1:05 am to be exact. This was not the first time I waited for hours. My first experience with AAA I was on the side of the road for 6 hours in the rain. Needless to say, I will not be renewal my membership with AAA it's a waste of money. There has to be a company out there that has faster services then this!",1,0.072,0.88,0.049,-0.6734
607,"The Worst serviceI request the towing service around 12:20 midnight they gave me a 1/30 to wait but time passed, 3 hours still nothing. I called again, but there was no answer a kind of voice machine kept telling me the service was on its way. Finally around 4 am a hateful lady simply replied there was nothing available so I'd need to request the service again the next day at 8 so after waist my time, feeling exhausted and very upset, I had to get a service and pay for them on my own. It was a complete nightmare. This is the WORST service I've ever had, it never works. I pay for nothing so it's like giving my money away. Deceitful and ill-intentioned period.",1,0.236,0.727,0.037,-0.9822
608,"WORST EXPERIENCE EVERWORST EXPERIENCE EVER, ALL THE AGENTS LIE, 19 HOURS LATER STILL NO TOW.",1,0.374,0.626,0.0,-0.8301
609,Don't bet your life on their service.AAA most of the time either does NOT or cannot provide roadside assistance in a timely manner.  You have to go through he** to get them to call or pay for a non-AAA provider to get to their customer who are paying for them for assistance and in the confidence that someone will show up quickly if for no other reason than customers security on the road especially with children or hazardous weather.   I think AAA roadside is just a pyramid scheme which does very little.  I had to pay a private towing company to come save us after AAA said they had no one that could get to us and they would NOT pay for another towing company that could get to us within minutes and which did get to us in the 100 degree weather before we died....,1,0.058,0.883,0.06,0.5106
610,Car broke down and called for a tow.Car broke down and called for a tow.Nightmare experience They suggested I leave my children by the side of the road.,1,0.236,0.764,0.0,-0.7003
611,"I AM CANCELING MY MEMBERSHIP ASAP!!I AM CANCELING MY MEMBERSHIP ASAP!!! EVERYTIME I CALL AAA IT TAKES THEM LITERALLY HOURS TO GIVE ME SERVICE!!! AT 8PM TONIGHT I CALLED cus I NEEDED MY CAR JUMPED AND THEY TOLD THE ETA WOULD B 9:15PM. I RECEIVED A TEXT 10MIN LATER STATING THEY WONT COME UNTILL 11:15PM! I CALLED AND SPOKE TO A MANAGER (BRYSON) AND HE SAID THEY ONLY GOT 3 INDEPENDENT CONTRACTORS AVAILABLE THAT SERVICE MY AREA AND THEY DIDNT HAVE ANY BACK UP. HE SAID HE WAS GOING TO CALL ME BACK BUT HE LIED!!! THERE ISNT ANY POINT OF PAYING FOR THIS SERVICE IF U ANIT GONNA GET SERVICE TILL HOURS LATER, NO SERVICE AVAILABLE, ETC....IM DONE WIT AAA!!!",1,0.081,0.919,0.0,-0.8902
612,More than 30 hours waiting for a toolMore than 30 hours waiting for a tool. It’s incredibly how bad you guys are. Definitely I don’t recommend this guys.,1,0.122,0.71,0.168,0.1082
613,"We will be cancelling AAAWe will be cancelling AAA. After almost 30 years of being with AAA, latest service request still not resolved. Never got a call hours after submitting request. Left stranded with bad battery. Thank goodness for helpful people.  Cannot in good conscience recommend AAA to anyone.",1,0.181,0.641,0.178,0.1965
614,I've been a customer since 1999 & they…I've been a customer since 1999 & they dropped me. I was told I used it too much. I was within my limits. They just want money & provide nothing.,1,0.0,0.956,0.044,0.0772
615,Connor was a very friendly and did a…Connor was a very friendly and did a great job. Thank you for your prompted service and taking good care of my vehicle.,5,0.0,0.516,0.484,0.9622
616,"Joe from Berwick was GREAT! Above and beyond!Joe the tow truck driver out of Berwick ME was  classy, professional and very kind man. He should be training others. He helped on Easter and went above and beyond. The lady on the phone was wonderful also. Only suggestion is the dispatch should work to update the customers with any time changes that go 15 minutes beyond the estimated arrival. Very pleased with them. Thank you.",4,0.0,0.761,0.239,0.9698
617,"DO NOT JOIN TRIPE A FOR ROAD ASSISTANCE!!  been a Triple AAA platinum…I have been a Triple AAA platinum member since 2016 and have used for discounts only.  If you need road assistance try your best to look for a better provider. I called at 6:30 PM on 04-12-2023 perfect weather conditions.  Their system said a technician would be on my place at 10:30 PM, then 10:45 PM, now is 11:15 PM, and they said would take another hr or two, witch would be midnight to 1Am.  I am experiencing that Tripe AAA is not reliable for road assistance, they keep moving the waiting time.  I thank God for allowing to drive the car to home…Un update on Triple AAA Road Assistance Service: I again at the next morning 5AM (Thursday 4-13-2023).  The system said a technician would come in 4 hrs which it would be 9AM.  A technician arrived by 11:30AM, I asked him how the service works because no body showed up the night before, he said there are two technicians working in the area, the day before was his day off.  I can’t imagine how busy was the other guy attending all the calls by himself.",2,0.036,0.884,0.08,0.8706
618,"If I could leave zero stars I wouldIf I could leave zero stars I would. Why is this company still in business? Who runs a towing company without any tow trucks available to provide service? They use to be excellent, not any more. I would love to sit down with management and explain all the things that they need to improve. Don't waste your money",1,0.035,0.766,0.199,0.9242
619,"Horrible experience in claims deptHorrible experience in claims dept. I made my claim and already had a bad experience previously trying to have the correct party at fault to cover the damages. Making a claim with AAA has been from bad to worse, they deny coverage based on some shady practices and want to make you look like you don't know what you are talking about. Horrible!!!",1,0.304,0.62,0.076,-0.966
620,AAA Band my entire family for life with no explanationI just found out my entire family has been BAND for LIFE  from Triple A With no warning  and explanation What the heck after 20 years of being a customer #AAA #TripleAAA,1,0.159,0.841,0.0,-0.7003
621,"Terrible serviceTerrible service , waiting for more than 3 hours to b tow",1,0.256,0.744,0.0,-0.4767
622,"I am a AAA memberI am a AAA member. My car broke down and I had it towed to a mechanic's shop. The mechanic raised the quote he had given me to fix it so I wanted my car towed back to my house. AAA WOULD NOT TOW IT BECAUSE THEY TOWED IT THERE! I STILL HAVE SERVICE CALLS WITH AAA, BUT HAD TO HIRE A TOW TRUCK DRIVER TO TOW MY CAR! WHAT????????????????????????????????????",1,0.05,0.95,0.0,-0.5337
623,"Way to drop the ball, AAA.My fiances car broke down on the way home from a trip out of town and needed a tow. Filed a service request a little past 4pm. Was given a 7pm eta on the tow truck arrival and was told the service provider would call when en route. Waited patiently 3 hours and when the 7pm eta came without word, I called again to see if there were any updates. The service rep apologized for the wait and said they had been unable to secure a tow provider and they urged me to find my own tow and would be reimbursed. Why would they give me an eta on help when none was ever on its way??? My fiancé and her daughter were both there too, and I felt bad for them. If they had been honest from the get-go, we would have secured a ride home for us and locked up the car to deal with later. That ended up being the reality anyway, but only after being stuck in a cold car in a parking lot for about 4 hours total. Now I have to miss a day of work to try to get the car towed home on a Saturday. And to think, I pay for this incompetent 'service'. Effing useless.",1,0.094,0.864,0.042,-0.9068
624,"I have been a member of AAA for 2 yrsI have been a member of AAA for 2 yrs. The first time we needed a tow from them was two days ago. Not only did the agent lie and tell me they would have a tow truck to us within 1/2 hr, it was over 3 1/2 hrs before we were able to get a tow.I am disabled, and we sat in our car  all that time, because they claimed it was a very busy evening. It was 81 degrees, so I am not understanding the reason they were so busy in Chesapeake, Va. We received more concern from the tow dispatcher's office, she called us several times to check on us while she tried to get someone to us sooner. Instead of waiting 4 1/2hrs as told to us by AAA after we called them a second time, we waited 3 1/2 hrs instead. The service with AAA is the worst I have ever experienced. No one from that company called to follow up and see if we were dead or alive. If looking for road side assistance, DO NOT CONSIDER THIS COMPANY, they are one of the worst.",1,0.075,0.912,0.013,-0.9201
625,"Convinced to look at other options.I called AAA to discuss the roadside assistance program and after speaking with the AAA Agent, he convinced me to look for other options. He said I would have to pay immediately but that my coverage would not begin until at least 7 days and that I had to pay an enrollment fee on top of the yearly service fee. As he suggested, I did look for other options.",1,0.038,0.882,0.08,0.4767
626,Very bad experience more than doubled…Very bad experience more than doubled the charge on my credit card without making me aware and I was told can not cancel for a year due to 30 days had lapsed since the charge,1,0.165,0.74,0.094,-0.6423
627,"Could they be any worseCould they be any worse? I bought a battery in Dec 2021 with a 3 yr warranty. I went out to the car about a week ago, and the battery was dead. I called to get help. Guy came out and confirmed the battery was dead. It could not be jumped, but they did not have any batteries, and he couldn't help me. I will need to call back next week. Called back 4/4/23 and explained the situation and that I needed a battery. Another guy was sent out, John a real unpleasant lad. Rude and had anger issues apparently. I tried to tell him the battery was dead he wanted to yell and have an attitude. Storms off, no battery. Called again on 4/5/23 was told that they would check to see if any batteries were in stock and would not call me back. My husband called today and advised to have the vehicle towed or could buy a battery and be reimbursed. Well, here's the deal with that you need a form filled out from AAA stating the battery is dead in order to get reimbursed. No one mentioned this just found it out searching online. I just went and purchased a battery at this point. NEVER GET A BATTERY FROM AAA especially thinking the warranty will come in useful it will not.",1,0.153,0.799,0.048,-0.982
628,"AAA Winter ParkAAA Winter Park, Fl    Quoted me price of $3,202.00 annual for 2018 HRV Honda, low miles ,(17,320,), safe driver, no accidents, low limits of 10/20 bodily injury!  Really! 🤣🤣  terrible company",1,0.349,0.586,0.065,-0.8901
629,-1star-1star. Left with my hood open and being Ma’amed to a point that this tech had no idea what he was doing and left after Number 2 battery needs to be replaced. Was told by 2nd tech that the 1st tech sold me the wrong battery and it dislodged because it doesn’t fit. Law suit waiting to happen again for AAA. They don’t care!,1,0.076,0.819,0.105,0.2481
630,"I think the road side assitance for 90…I think the road side assitance for 90 dollars or 80 (if you do autopay) is worth it. The wait tine for arrival was maybe an hour or so. But worth the wait. Thanks to rigo from city tow. He knew what he was doing, was kind to me and made my experience pleasant. I appreciate all yohr services!",4,0.0,0.738,0.262,0.9663
631,"This is my reply to the survey:This is my reply to the survey:I called AAA at midnight after my vehicle got a flat tire, I was assured a driver would be out shortly. As per all the former AAA calls I've made I knew that meant at least 2 or 3 hours, so I resigned myself to wait with the vehicle and my father and husband came out to meet me so I wouldn't be alone. I get a few automated AI calls  in the elapsed time of 3 hours saying there were delays and they were running behind schedule. Eventually at 4 in the morning I recieve a call from a customer service representative saying no tow trucks are available and would I like to leave my keys in the vehicle or call later in the morning or call my own tow and have AAA reimburse me. I waited over four miserable hours with my vehicle all for nothing when a cursory Google search (which I checked once I had more reliable service) said no tow trucks in the area ran after 7pm. I'm not going to pretend like I know how AAA runs it's business but if they only have a few contracts with local towing companies, why do they not also have a list of their hours as well? I'm not so entitled that I think a tow truck driver will come out to my vehicle after their place if business is closed for the night. If AAA knew it would be difficult to locate someone I would have been disappointed but entirely understanding being told I would have to wait until after 7am later that morning, I at least could have gone home and gotten some sleep. I feel very dissatisfied with the way AAA handled this situation, as well as the other two times that I've had a vehicle on the side of the road. This whole situation has made me wonder why my whole family even pays to have AAA.",1,0.069,0.891,0.041,-0.8801
632,"Bad behavior by AAA, No accountability at all!Today, my Mom called for service for a battery issue with her car.  One of their employees came in a Nissan AAA truck, in Madison, Wisconsin.  I noticed the man started yelling really loud--nobody has ever spoken this violently with members of my family, no worker, no service person, ever.  The dude refused service and made an irrelevant insult, saying ""stop eating out at taco bell.""  I don't eat out at taco bell and even if I or my mother did, taco bell is not expensive so wouldn't be a reason for impoverishment.  I tried calling various AAA numbers but all I got were automated options none of which led to anybody who could help address this issue.  I want a supervisor or member of their administration to identify the employee who committed this misconduct and discipline him.  This is not acceptable behavior for any worker or professional in any circumstance.  It is clear that this company tries to shield itself from the misconduct of its workers and not be accountable for it at all--they don't want to be accessible to angry customers.",1,0.112,0.826,0.063,-0.7805
633,"If you have a disability or your a…If you have a disability or your a senior citizen.....I do not recommend. I've only had them for four months, I'm on disability and this company has double dipped in my account with auto pay! After I told them to remove me from auto pay then did it again! They know I have a fixed income. The customer service reps have told me multiple times my check was re issued and was in the mail. Guess what a month later and no check. So I called yet again. Please put the return payment on my card where you stole it from. Of course we will. I called today and guess what they stopped my refund. Why you ask......good question. No one has a answer? And a supervisor and someone from accounting will reach out?!!!!",1,0.092,0.883,0.025,-0.8094
634,"My 85-year-old father was dropped with…My 85-year-old father was dropped with his $200,000 policy because it expired after 25 years he outlived it he got screwed he called AAA signed up for $20,000 policy. They double charged them and now are bombarding us with fake sign-up things for my mom to for $5000 each. The customer service is horrible we’ve been on hold like nine times told there is a check in the mail for the refund of the double charge once a check and then the other on the visa, this is been more than an unorganized nightmare. We don’t even know if he has coverage. Nobody can seem to do that or answer questions without talking to their goddamn supervisor who also seems like they don’t know what’s going on. I’ve only talk to one person who seems like he knew what he was doing otherwise, what a scam piece of crap I would never even let them come told me out of anything cancel cancel cancel don’t even attempt.",1,0.142,0.818,0.04,-0.9552
635,"This was very bad ExperienceThis was very bad Experience, i have been paying for 41 years for the towing service and of course haven't used the towing as i have been member. i called for towing i was told it will take 1 hour and received text with same info, towing company called and inform it will take at least 2 hours. AAA representative very bad attitude, bad customer service",1,0.202,0.798,0.0,-0.9448
636,"DON'T DON'T WASTE YOUR MONEY-AAA HAS NO INTEGRITY.Where do I start? Been a member for over 4 years as a plus member. Well, somehow my account became a BASIC MEMBERSHIP and needed a tow. SON had a wreck on ice 100 miles from his home and the cost to tow would have been a lot with the basic membership. Called and upgraded and told us in 24 hours he could be towed at no additional cost. Waited 48 hours in a hotel as there was not a AAA driver available on day one, and on the second day, AAA showed up finally and said we still would have to pay as a basic membership (over $400.00) because there was a seven-day hold, not a 24-hour hold as the previous agent stated. Called AAA and remained on hold for hours over three days and when we did get a customer service agent on Tuesday, 3/4 she was rude and would not send me to her supervisor. I am going to cancel my membership as they are a terrible company. Do not waste your money on the security you think you have, but do not have. NO INTEGRITY.",1,0.111,0.864,0.025,-0.9265
637,Alex is a miracle worker!I locked my keys and phone in my car. Alex from the Richmond office came and got the car opened in minutes. He had to finagle a little as the back door was closed on the keys. Thank you Alex. You were super!!,5,0.0,0.791,0.209,0.9017
638,Danny PantojaGreat guy!!  Very open and helpful - genuine.,5,0.0,0.657,0.343,0.5644
639,"It Was April Fools Day For Sure04/01/2023. Premiere Membership..I left from Georgia going on a trip… My car broke down in Birmingham Al…On 04/02/2023 I was stuck…the mechanic couldn’t fix it and it won’t start…I have my 13 year old grandson with me…I don’t know anyone in Alabama…at about 4:00 pm on Saturday 04/01/23 I called for assistance, paid the $100 extra and was told the tow truck would be there at 5:30 pm….I was told I had to pay the $100 then it would be 200 miles free and then I pay $7.00 for every mile over the 200 miles so I said ok…I was so relieved that we were going to get some help…help never came…we had to sit out in the cold and in the dark in an empty parking lot….we waited till 10:30 that night…I can’t tell you how absolutely stressful that was and having a grandchild with me…the last woman I spoke to treated me as if I wasn’t even a member and made a remark about how many times I had called but she didn’t know how much trouble I had trying to speak with someone and she didn’t care…SHE was annoyed !!…unbelievable…I will never ever use AAA again….that was absolutely awful the way AAA treated us…just let us sit there and AAA knowing the help was not coming…I don’t know how they can do that to anyone…and I have not received my $100 back and I have asked for it….I was told that since. they cancelled my request it would automatically go back on my card and it has not been put back on my card…I want my refund of $100 ….I have been with AAA for a long time …Never again !! Goodbye..",1,0.085,0.883,0.032,-0.9303
640,"Took 4 hours just to get a jump start…Took 4 hours just to get a jump start in Olympia WA, the time before that in Tacoma, WA, they left me stranded all night long. What happened was I was on the phone with the tow truck driver who was supposed to be on his way to help me. He rudely, and mistakenly got me mixed up with another customer who was allegedly rude to him. So I was left sitting in the McDonald’s parking lot on Pacific Avenue ALL NIGHT LONG. He didn’t even have the decency to make sure he was speaking to the proper person, and obviously my voice didn’t sound like whoever he was referring to. This is the worst company, with the worst service I have ever experienced in my entire life. Screw AAA!!!! Do not let them disappoint you.",1,0.123,0.814,0.063,-0.8862
641,Absolute worstAbsolute worst.  Will cancel ASAP!  80 year old and wife with parkinson's and sitting for 3 hours with not so much as a return call.  Called 4 times!  Can you spell liars and CROOKS!Follow up: waited 4 hours and 5 calls until 8:45 PM to finally be told they couldn't find anyone and for the fourth time was told dispatch would be calling soon!  Called a friend to drive 3 hours round trip to get sick wife to her meds back home.  Now separated from vehicle by 1.5 hours.  Done with AAA,1,0.142,0.825,0.033,-0.8949
642,"Beware AAA roadside tow trucks want Cash only or Zell will not take credit cards!AAA roadside dispatchers seem concerned & work hard for me, the customer. But be aware some AAA-dispatched tow trucks (suddenly while driving my car, brakes & gas hard to use/steering wheel shimmied so I stopped in a safe place & called AAA)  Long wait time, then finally tow truck operator contacted me and only took cash or Zell. Well, I don't keep $140 cash on me and I don't know if I have Zell. Very difficult to start a new request but finally did. Have yet to hear from AAA regarding a  truck co. which takes Credit Cards. Wow. This isn't what I signed up for, AAA. I waited 3 hours finally called tow truck to pick up car and self. Driver says AAA will reimburse the $250 bill. We'll see.",1,0.075,0.812,0.113,0.8234
643,Sat on the side of the highway for 4…Sat on the side of the highway for 4 hours. My service request was canceled 3 times. My family and I have used AAA for over 10 years. I will not be using this service again and suggest you do not either. Walking would have been faster.,1,0.0,1.0,0.0,0.0
644,"Best Ever!!!I hoped I would get a request for review from AAA, but have not as yet. I've  been a member of AAA since 1987 and utilized towing services many times.The service I received on 3/29/23 from Ron Slater with TVCM Towing was the best I have ever had. He was super fast, thorough,courteous and professional. This guy is the best. I hope AAA and TVCM Towing see this rating. Well done Ron Slater!!!Jim Copeland",5,0.0,0.681,0.319,0.9849
645,AAA straight UP shysters.AAA straight UP shysters.. I've had them for eight years and may have used their services approximately 3 times. My problem with this company  I have yearly automatic renewal every May 1st but AAA takes money from my account March 31st. Who does that? Crooks! What about 10 or 20 days b4 renewal? Don't worry  2023 will be AAA last time doing this I will not allow  them in my bank account anymore..AAA STOP LOOKING DESPERATE. GO back to your good morals and decency...,1,0.127,0.773,0.1,-0.556
646,"Left Stranded By AAA Again!!!When I had my car accident in Imlay City MI on 11/22/22, I waited four hours for someone to show up. Their reps supposedly kept trying to find someone. NO ONE ever did. Had to secure my own help.Today, 4/1/23, blew a radiator hose on Van Dyke south of Imlay City MI. Had wife and groceries in the car. Called at 1:05pm. They sent West Towing fom Flint. Driver gave me an ETA and never showed. He says AAA cancelled him. AAA says West's cancelled. They said Jeremy's Towing was requested. I called Jeremy's for an ETA. They had no idea what I was talking about. Will not be renewing. Left me stranded twice now. So much for their AAA Plus service.....",1,0.1,0.881,0.018,-0.8661
647,Punished for using services I paid forAfter having AAA for 3 years they decided to downgrade me because I used their services I paid for 2 many time in the past 3 years. I pay for plus for 3 people per year. We use plus because it's 100 miles free towing. We live in the rural area. The year before yes. We had some issues with our big truck and had to town it like 3 times. But again. We have 3 people on our policy who get 100 miles time 4 a year. Then we had to use them again this year because my daughter broke down at college who is a card holder. So they are saying the 4 towing in 3 years is to much.  When I paid for a total of 12 towing per year that's 36 towing in the last 3 years I've had AAA. They want me to summit in writing why I think their decision should be changed. What is this elementary school. If I pay for a service I should be able to use that service without being punished. We will write them and we will not use them anymore. I'm super disappointed in their ways of business practice. I will be writing this review on every review place I can and social media.,2,0.059,0.868,0.073,0.4802
648,"Been a member for the past 15 yearsBeen a member for the past 15 years.  I have two daughters that i want safe when they travel so I continue to subscribe just in case something goes wrong.  I can't remember last time i used, but super upset that when i do need them to change a tire i can't get anyone to show up. Hours and still waiting.  5 phone calls...the app doesn't work. I really thought this made sense.  It doesn't.  This is a numbers scam - and crap.  Just got a call center agent that put me on hold - she has no idea why no one is showing up 3/30/23 - 8:31 pm.  1st contact for help was 6:45....Ft Pierce FL zip code 34949...8:35...still on hold...",1,0.146,0.764,0.09,-0.8176
649,"AAA should be put out of businessAAA should be reported to the better Business bureau and any other organization that regulates how a business operates. My husband was stranded on 95 close to 288 for 5 hours. They sent a tow truck 1 hour after he placed the call for service. When the tow truck arrived. It was not a flatbed and he specifically stated that he needed a flatbed. The AAA agent also stated that a flatbed would be sent. When the tow truck arrived. It was not a flatbed. He then waited another 4 hours before a flatbed arrived. We called AAA over 8 times to find out what was going on. Every time we were told they will be there in 20 minutes or they will be there in 30 minutes or they will be there in 3 minutes. This is not the first time this has happened to us. To add injury to insult we pay for premier service. If this is premier service, I hate to see what their regular service is like. I will be calling AAA in the morning. I will be requesting a full refund and research other roadside assistance companies. Please please please I beg of you. Do not do business with AAA. My husband saga started at 7:00 p.m. a tow truck did not arrive until 11:48 p.m. And he was stuck on the highway.",1,0.057,0.89,0.053,-0.2263
