,content,Rating,neg,neu,pos,compound
454,"Apple Billing is horribleApple Billing is horrible! I had to replace my daughter's debit card 4 times this year because of their billing. Then to contact CS and have them say ""oh, no one has ever complained about our billing issues"" then the representatives get mad when I ask fir a manager or supervisor. This is ridiculous already. Apple, you need to do better with your billing!",1,0.197,0.764,0.039,-0.8953
455,CallsI couldn’t even call my family after getting in a horrible accident the phone kept hanging up every 5 minutes and not let the call through one of the worst upgrades my older phone works better than the new ones,1,0.225,0.714,0.061,-0.8316
456,"First day iphone 15 in marketFirst day iphone 15 in market, people wait on the line hours and hours, the weather is sometimes rainy, sometimes too hot! Apple do not let those people know that they do not have product in their stock and make them to wait until they come front door on the line! Do they really do not have it or do they force you to buy products that they will not sell fast and enough? They forced my people to buy 512gb or 1tb when you arrive front door of Apple Store after people wait so long on the line! They gave you one option color and they say you are out of stock even though if you are in first 30 people or you are first one on the line. I believe that this should be illegal action and forcing customers to buy something they won’t want, should be not allowed it. If you don’t have product in store, do not make people to come3-4 am to wait until  at 8 am then tell them we’ll I have only this color and this memory in stock, or you can buy another day and you can buy online! This is cheating! No business have a right to play a game on people physiology, if you don’t have product then don’t open earlier than usual and tell people come! Yes I will change my phone Samsung because you guys lost your ethic! We need to support competitors and I hope many iPhone user will do as same as me! In the end, apple exist because of customers…I took picture of end of the line, they have at least 200-300 people before them and they have no idea until they will arrive front of door. These people are waiting hours for the hear Apple tell them sorry you have my this option to purchase, you loose your freedom to get product.",1,0.068,0.885,0.048,-0.6973
457,Purchased an iPhone 14Purchased an iPhone 14. Delivery was quick but had issues transferring from my old iPhone XR. New iPhone says 3.0GB software update required. Waited 4 hours to install then says error. Tried this 4 times now sending it back,1,0.083,0.917,0.0,-0.5499
458,Truly appalling serviceTruly appalling service.  Cannot resolve issues. Don't reply back to complaints.  Generally don't care about customers or resolving issues.  The absolute worst experience you will have for any tech supplier - DONT BUY APPLE,1,0.338,0.55,0.112,-0.8782
459,This Tim Cook guy really knows his…This Tim Cook guy really knows his stuff. Imagine if Apple cared about these TrustPilot reviews?!,5,0.0,0.872,0.128,0.4753
460,Apple sells phones but doesnt provide serviceApple sells phones and convinces people to buy screen protectors that are guaranteed for 2 years but don’t stand behind them unless you have reciept They have a record odf when i bought phone and protectors but wont replace unless i have reciept It is a iphone 13 plus so is not older than a year but no service without me providing receipt,1,0.043,0.926,0.031,-0.1901
461,"Non-existent supportIf you ever have an issue with a product, don’t expect help from Apple Support. Disgraceful.",1,0.0,0.722,0.278,0.6597
462,I don’t any give one star this is…I don’t any give one star this is happened with me My iPhone 14 pro max heat up about 3 weeks and then my sister hand warn and I requested to your customer services and I provided all photos and proof of my sis hand warn still nothing response and plus ur staff so rude and she give solution reset my iPhone as new but I had already did that reset but she didn’t listen plus I visited on Sunday evening for your Apple Store Birmingham but they also refused to see my iPhone disgusting 🤮 services from u guys I didn’t expect this is kind of service and I’m using nearly 12 years and this is you guys provided service for loyal customers next time I don’t want any iPhone plus this very expensive and services very shiiit,1,0.082,0.842,0.076,-0.1982
463,they sell good products and the staff…they sell good products and the staff are lovely,5,0.0,0.556,0.444,0.8625
464,"Apple Canada don’t care about the environmentOn the 12 of September I bought online a MacBook Pro.  I received later an email with a tracking number that the item was shipped.  The tracking showed that the computer was assembled and shipped from Shanghai.  After few days in Shanghai, it went to Osaka Japan, and today, it is at Anchorage Alaska.  And I don’t know where else it will go before it gets to Montreal.  I can’t believe that a company  like Apple, who wants us to believe that they want to go carbon free and they care about the environment can’t assemble a computer in Canada and reduce the time for delivery and most important, reduce the impact on the environment.  I am very disappointed with Apple, and next time I will think twice before I order something from them.",1,0.024,0.856,0.12,0.8885
465,"Great until it just stops working.I have never had an issue with a computer before.  Not ever.  My previous MacBook Pro worked until the keyboard pads were literally worn through.  Trade in and a new MacBook Pro. Only a year later it broke for no reason. The logic board just fried itself.  No spills, no bangs, not using the computer for anything excessive.  $700 repair later? It kept crashing and less than a year later? The logic board fried itself again.  No reason.  It was literally working one day and broken the next, again.  Apple would like to replace the exact same part for another $700.  This would be the third logic board in as many years.  That is a total cost of $4,400 to have a computer than might be functional again for another year?  What!?! Worse?  You can quickly find reviews indicating that multiple customers are having the same problem while Apple plays dumb. If customers pay premium prices for computers, they should be getting a computer that actually works.  I feel like I got absolutely robbed by Apple.  No one at Apple cares in the least that a premium computer is blowing out for absolutely no reason - all they seem to care about is getting access to my wallet.  I’d like a computer that actually works if I am paying five times the rate for a computer.  There is literally nothing I could have done differently with this computer and it’s fried … again.  There is literally nothing I could do to take better care of it and Apple is absolutely fine with selling guys like me junk that breaks for no reason.  Done.",1,0.123,0.777,0.101,-0.5648
466,"Apple Was Once Superior at Customer ServiceApple was once superior at customer service, but their service has dropped significantly, to the point that we as a business made a decision to switch back to MS Windows products. We purchased two iMacs from Apple in Oct 2022. Six months later, the motherboard failed. We returned for repair, and two months later, motherboard failed again. We requested a refund since obviously this one computer was a lemon (second computer has been fine), Apple has refused, and wishes for us to again return computer for repair. The time required to deal with this issue has cost of more than the $2500 we spent on the computer itself. It's a shame. We like Apple as a company, but they no longer stand behind their products as they once did.",2,0.126,0.809,0.065,-0.9001
467,"QualityQuality, design on point",5,0.0,1.0,0.0,0.0
468,"Waste of time. Defective product and wild goose chaseWaste of time. Defective keyboard on brand new MacBook. Wasted hours to try and do Migration Assistant only to find out the right side of the keyboard doesn't work. This was a refurbished MacBook bought from the Apple online store.Spent over another hour with support who only led me down wild goose-chases. Cannot even help with refund process. So wasted that time too.I want my time, energy and money back.Update:I went to the Apple Store with an appointment in Sydney CBD. The experience continued with the lady there only able to give a refund. They didn’t help to exchange or order the replacement. So it would have been let to me to sit on the double credit card balance and re order risking that they had no inventory in stock. So not really helping the customer. She kept telling me the count of how many times she told me they don’t have stock in the store. No initiative to help!I did get lucky and another lady helped to order online and use a gift card to avoid the double credit card hit. That was a better way than the first robotic like behaviour of the first lady.  But I am still out the time and frustration to solve what is a quality control issue.I would not recommend Apple refurbished product. And avoid Apple Sydney CBD. That’s the second poor experience I have had there. Go to Miranda instead",2,0.134,0.799,0.067,-0.9493
469,"Apple products used to last so much…Apple products used to last so much longer - the quality has decreased in recent years. Before, an iphone would last you 6 years, now they last 3 years IF YOU'RE LUCKY.",3,0.0,0.906,0.094,0.5473
470,"Apple always delivers quality.Apple always delivers quality. Sure, their products are rarely the most innovative on the market, but Apple has, in my personal opinion, the most polished products on the market. After you have paid for the products, they work flawlessly for many years to come. For example, look at iOS where Apple offers 5-6 years of major iOS updates, and a total of 7-8 years of security updates (in some cases even 9-10 years). Apple is the best when it comes to the long life cycles of their products, and that's what you pay for. In this dark and unstable world with many problems, you can always trust that Apple is there for you and delivers quality, unlike everyone else on this planet.",5,0.072,0.808,0.121,0.8397
471,"Everything disappointingPrice too expensive, battery doesn't last long, customer service unhelpful, buying accessories separately in addition to the expensive iphone has put me off!",1,0.0,1.0,0.0,0.0
472,"I bought a new macbook and I love itI bought a new macbook and I love it. Switched from Windows to Mac, it need 1-2 weeks, but now I work faster then before. Great system.",4,0.0,0.706,0.294,0.8968
473,Excellent helpline service,5,0.0,0.351,0.649,0.5719
474,"Ordered an iMac 24"" and paid for it but then Apple.Ordered an iMac 24"" and paid for ""courier"" delivery. Delivery window passes, but my app still says the item is ""out for delivery."" Gives me the name of the driver and everything. FInally, I call to see what's up. Apple support tells me that because the Uber driver didn't pick up the order, the store has canceled it. She admits it's a ridiculous policy. I got no call, email or Apple Store app alert. Nothing. I can't even go pick it up from the store. The worst thing is that they charged my card, so until they refund it (3-5 days), I can't get another computer. I've been with Apple since my IIc, but their computers no longer have the edge. And my iPhone 14 drops more calls than a quarterback tripping on acid, and now they can't even do notifications or deliveries or just make a PURCHASED item available for pickup. I'm sorry, Apple, you're too silly. I'm done.",1,0.1,0.843,0.057,-0.8338
475,"Apple MusicApple Music engages in highly misleading marketing. AM offered me a 3 months free trial, then, as soon as my acceptance was forthcoming, AM cut the free period from 3 months to 1 month. I raised this with AM on 21st August, and was asked to forward a copy of their marketing email, which I did a few days later.AM acknowledges that it received a screenshot of its email from me on 24th August, but it then took no further action, even though it now claims that what it received was insufficient for its purposes.Altogether, in trying to get AM to honour its offer of a 3 month free trial, I have spent at least an hour having three separate conversations with 3 different AM employees. The AM employee I spoke to initially on 31st August first of all suggested that the emailed offer I had received might have somehow emanated from someone other than AM (really?!!) and then claimed that he did not to have the necessary authority to resolve my complaint (even though a two month extension to the free subscription period has a retail value of all of £21.98!).At the end of my conversation with AM's Manager Roberto on 31st August, I was asked to send a further copy of AM's marketing email (which I did); I was also asked to telephone them once again after re-sending the email. This I did not do as it was a wholly unreasonable request, given that I had already spent an hour on the phone to AM.Even now (18th September), AM still hasn't told me what its decision is regarding my complaint.",1,0.043,0.846,0.111,0.9619
476,"I have always purchased Apple products…I have always purchased Apple products for the last 10 years or so. Not really because i think the tech is so much better, but more because the customer service use to be exceptional. That was a thing of the past. Customer service has gone. I had to speak to 7, yes 7 people about returning a faulty product. 5 of those people transferred me straight back to a bot and i had to repeat myseld all over again every time. i finally got to someone who can help, and they sent out a request for 2 pickups, instead if 1 delivery and 1 pick up, so now there system is showing its not returned, even though it is and no replacement on the way. So now i have to ring up again which will be hell. I'll just never buy another apple product again",1,0.08,0.844,0.076,-0.384
477,"Apple WarrantyPlease be aware that if you buy a brand new sealed box Apple product from anyone other than an approved Apple product dealer then you must submit the serial number and check the date of manufacture on Apple website.I purchased a brand new sealed box IPhone 8 months ago, it developed a fault, contacted Apple who tell me it is well out of warranty as it was manufactured in 2018.",1,0.038,0.876,0.086,0.3612
478,"Love their airpods proLove their airpods pro! It feels like it literally offers the best possible sound quality on the market. it has noice cancellation, so it can create the perfect opportunity for you to clean the house and vacuum and have the washer machines on while you are listening to your favorite podcast. I use it this way. I don't try to use it outside a lot, because it actually cancels out a lot of noises, which can easily create some sorts of dangerous situations if you are not very careful or attentive to what's going on outside, watching out for cars etc. Just better use it in safe situations.",5,0.049,0.682,0.269,0.9829
479,"Safari from Apple is censoring in my…Safari from Apple is censoring in my opinion. I was having issues with Truth Social when using the main website. Never caught up with posts. Thought it was TS. Went to another browser and works perfectly. Had trouble making orders on websites using Safari. Thought it was the company’s website. Talking two different companies in the same week. Went to another browser. Works perfectly. Searches the same way, Incomplete through Safari. Works fine or better on other browsers. I am so tired of this crap.",1,0.086,0.768,0.146,0.7475
480,"Staff Can’t be BotheredThe customer service seems to have evaporated. Gone are the days when customers were greeted with willing professional staff. Today, one member of staff was just out right rude, another new nothing about the product he was selling and my overall shopping experience has left me feeling that going forward I will shop elsewhere.",1,0.05,0.889,0.06,-0.1027
481,love the productlove the product. shame so expensive,4,0.233,0.451,0.316,0.2732
482,"Challenges with Apple: A Struggle to Transfer Photos/VideosApple has been quite disappointing for me. Transferring photos to external storage has been a major challenge, even after trying with three original cables and two laptops, both Mac and Acer. There are always disruptions during the transfer process. It felt like I was pushed to use iCloud, which was notably easier to access. This seems a bit manipulative on their part.",1,0.109,0.756,0.135,0.0018
483,"APPLE MONEY GRABBERS14/9/23 i had reason to connect my older Apple Macbook upon entering my email address the screen displayed i was not allowed to connect using my existing email address, only by entering a NEW email address connection was allowed. Which means i cannot access any of my my paid for music etc.  Goodby MONEY GRABBERS APPLE",1,0.0,1.0,0.0,0.0
484,"The Apple store in Bondi JunctionI was given a gift of an Apple I phone SE series. I have used Android phones previously with no problems.  This I Phone was so different to anything I have experienced before.  Apple advertise how helpful and friendly they are.  This obviously does not apply to the Bondi store. Having with difficulty made an appointment ( they will only make appt. within 24 hours) I turned up a few minutes early and was rudely told "" you are too early, you will have to wait"".  The young lady who came to help clearly was not interested in helping an older person and was very offhand and told me she had no more time to spend with me and I should come back for one of their classes. It is hard for me to get around as I explained to het but she did not care and said she was too busy to spend any more time with me.Very unsatisfactory experience. No help from this stoe.",1,0.11,0.816,0.075,-0.4879
485,"Customer service for goods purchased…Customer service for goods purchased via iTunes or App Store cannot be of any help if you need refunds.I made 2 refund requests for transactions for which i did not receive the goods, during a certain time period (anything before and after, worked).Answers given to me:1- i dont have access to why your refund was denied2- i cannot make decisions on your refund3- i cannot forward your call to someone who can answer or who can make decisions (company policies)4- follow the online process and wait for 48h. When you get the final decision, nothing else can be done.Basically, nothing can be done before or after the leadtime given so you can understand what happened. No visibility to your case contents: notes or updates.Customer service staff is left without tools to face frustrated customers with legitimate requests.After reading the terms and conditions (sent as a standard answer to all complaints made outside Apple site), i found my case falls into a case of technical issue. I should have been offered either the delivery of the goods purchased OR a refund.So far, nothing has been done.Following information found on the Better Business Bureau site: If i try to ask my bank to put a hold on those charges, Apple reserves the right to close my Apple account and ban the payment media used on it.I may even lose the previously purchased and paid for goods. All this, of course, to “protect” customers from fraud.",1,0.081,0.888,0.031,-0.9153
486,Forced into 2T cloud storage and then made to pay 25% more for the plan. This company is pure evil.200G data storage forced to 2T. And then a 25% price increase. Greedy. Crooks. For the sake of reason can this not be government regulated?,1,0.194,0.76,0.046,-0.7506
487,A total cultMy boss transitioned me to Mac stuff (phone and laptop)… I’ve given it 2 years. What a nightmare! What a cult! I tried to connect my iPhone to my Mac and it doesn’t even register it! I tried to connect a Samsung to my MacBook and nothing.. what a load of rubbish. I’m in the process of transferring back to Android and Windows. Thank god! Don’t join this ego-centric cult!,1,0.0,0.884,0.116,0.7887
488,I bought apple care plus as I thought…I bought apple care plus as I thought it was the best insurance. How wrong have I been! I sadly broke my phone and thought no problem I have the best in the business! That’s not true! The phone they replaced freezes and has the battery life of a much older phone! Called them and no help at all! Turn off this and turn off that. The phone is still inferior to what I had! Avoid and get a decent insurance!,1,0.237,0.599,0.164,-0.5859
489,Worst company ever without doubt would…Worst company ever without doubt would not sort my Apple ID out even with receipts and I’d proof of purchase now stuck with a phone that doesn’t work absolute shambles of a company,1,0.144,0.756,0.1,-0.4367
490,Apple read thisThe prices are terrible and the products break after 2-3 years. If someone in Apple reads this sort it out.The product are overall decent,1,0.11,0.89,0.0,-0.4767
491,"Currently about six update to my Apple…Currently about six update to my Apple 14 pro, God help the people that have a old phone they will need to up date sooner than later well done ripping off people yet again I love your product but stop ✋ it you know what you doing I’m off next time",1,0.047,0.826,0.127,0.4118
492,"Support is not as good now as it was…Support is not as good now as it was years ago. Apple products are good, but are over priced initially. If you can find Apple product at a discount they are closure to a good value. Last gen products and Apple refurbished products are also a good value. Third party Apple retailers generally offer better deals. Apple has really moved to a closed off ecosystem having all devices now use Apple chips. They also skew performance figures to make their chips look better. They are very good but nothing magical about Apples hardware other than Apples is more closed off and more difficult to compare to other hardware makers. You buy Apple products you buy into Apple and its ecosystem. A lot of times this is beneficial but it’s not without feeling some exclusiveness from the rest of the Windows and Android world. Connecting with other Apple users is straightforward but have friends with Windows PC or Android devices? Yeah not so much. Genius Bar help is hit or miss too, some are actually good and some clearly are not so well trained. Myself I don’t have a nearby Apple Store so I rely more on solving issues with community help and chat with Apple support. It’s ok but hardly what I would call super helpful basically going through what any support would do with redundant tests and basically resetting everything. Apple support seems coached to never admit a common issue many are having. It is what it is and you probably have better results talking to a Genius at a Apple Store.",3,0.085,0.694,0.22,0.9936
493,"Ignored in Apple, TraffordStood in Apple, Trafford. Booked an appointment regarding a fault. Fault agreed by staff - asked to come back in 10 minutes to see a technician. Came back and was asked to wait. 10 minutes went by. Another assistant asked if we needed help. Again, asked to wait. Still waiting after 40 minutes. Decided to buy the new case rather than return the faulty item. Trafford Apple staff are the most ignorant group of people I’ve ever met. Avoid!!",1,0.167,0.78,0.053,-0.8547
494,"Apple store in Cambridge were awfulApple store in Cambridge were awful, just awful over a simple battery replacement I’ve used apple over multiple devices, laptops, pads and phones for 15 years, but enough is enough, stuff those money grubbing dinosaur-clowns, I’m going back to PCEnded up waiting for 10 days on a £250 battery swap because they’ve deliberately made the battery hard to change to gouge their customers a little more Disgusting company, disgusting service, expensive, avoid at all costs",1,0.202,0.798,0.0,-0.9518
495,"Song & dance launch…..but not geared up for the aftermathComplaint ref; 102090448608 Went into the Apple app to look at the new iPhone 15 pro. Although pre order doesn’t open till 15th, you could prepare by choosing the phone and getting Barclays finance in place.  I did the finance application, submitted it, got confirmation & PIN from Barclays, but there was no indication on the sales app or the Barclays site of what happens next.  Phoned Barclays, had to hold for over 30 minutes to be told my finance application had been cancelled……not by me or Barclays but cancelled by Apple!!! I phoned apple to place a complaint was told by the agent to hold for someone to help further as finance was not his department, finally the call was picked up by someone from the same department…..by an agent whose command of English was very difficult to understand, but she wanted me to hold to put me through to someone to help me…..that was why I was put through to her but she was in the same department as the first agent and like the first she didn’t deal with finance….can’t decide if this is incompetence, lack of preparedness following the song & dance launch or just a lack of knowledge & care!Apple  have lost this sale (not that they’ll care) because:1) they cancelled my finance application…..not sure what gives them the right to cancel a finance application made by me with a third party that is nothing to do with them.  It’s up to me or Barclays to cancel NOT Apple.  This action is arrogant in the extreme, 2) I won’t be able to reapply for the finance, because an application has already been made and will have been updated to my credit report.3) my intent was to upgrade to a pro and although I have the cash to pay outright I’m rather reluctant to give Apple my money.I’d always thought Apple was a good company to deal with, but the complete incompetence & arrogance shown this morning is staggering given the noise & hype  they make over launches of new products.  I’m now not sure when if ever I’ll purchase another apple product.",1,0.127,0.806,0.067,-0.9725
496,No innovation for a trillion dollar companyI’m a Mechanical Engineer and a Microsoft MSE. I believe Apple is the dumbest company on earth. For a trillion dollar company their products are junk. They have no innovation skills at all. The Android is far superior and the only reason Apple is successful in the smart phone market is the ridiculous dedication to the iPhone.  The Android is based on the open sourced Linux operating system used throughout the world. Apple’s IOS is dumb. Apple has to have a different charge plug when every other company uses Mini USB.If you have an iPhone you will have problems. Buy an Android.,1,0.132,0.743,0.124,0.0
497,"Online and phone customer service Sucks!I explain that I had an after market battery on my iPhone.  After 30 minutes on the phone, I was given an appointment at Best Byy in Whitehall, Pa.  I showed up a few minutes early for the appointment.  I stood around waiting for service.  I was told that they could not work on my phone because it was an after market battery.  I dove across the street to the Apple Store.  A I waited a few minutes and the process began.  They were wonderful.  Online and telephone services for Apple, Inc. SUCKS!  The website to so difficult to navigate and customer service people on the phone have no idea what the hell they are doing.  AVOID THEM AT ALL COST.  PITIFUL SERVICE!",1,0.151,0.792,0.057,-0.9204
498,"Watching the Sept 2023 Apple EventWatching the Sept 2023 Apple Event. Dishonesty about their products is why we gave up on Apple products in 2023. Also, way too expensive. Their move to C plugs is too little and very late. Adios Apple.",1,0.0,1.0,0.0,0.0
499,Iphone 6 updated phone per Apple…Iphone 6 updated phone per Apple telling me to.  Phone no longer works and Apple refuses to help fix the phone THEIR update destroyed.  I worked with Apple repeatedly and they told me that if I would pay to ship it to them they would look at it  no guarantee they would fix it.  THEY made me update it and it never worked again.  They told me repeatedly to buy a new phone because THEY destroyed it. Do NOT buy Apple phones.,1,0.133,0.816,0.051,-0.7579
500,Customer resolution has gone downCustomer resolution has gone down . Or is it just the USA store that’s very incompetent?I thought Apple associates needed a brain to work there? five weeks trying to solve a simple issue made too much complicated.,1,0.0,0.945,0.055,0.2869
501,"I wish I could give a zero star. No help for a terminally ill manI wish I could give a zero star. My friend died and left all of her possessions to her husband who is seriously ill with lung cancer and heart failure. He is unable to deal with his affairs so I have Power of Attorney.  She owned an Apple tablet bought from Amazon. Unfortunately nobody knows her password. I took the laptop in with all documentation including a copy of a spreadsheet from Amazon showing the purchase, to the Bath store only to be told they cannot unlock tablets in store and I needed to do it on line. I went through the online process twice, providing the documentation and serial no only to be told they needed an invoice. The email was a no reply so I tried a third time. I was then told I needed the original invoice and if I did not have it to request one from Amazon. I did so and sent it in only to get yet another no reply email saying the invoice was not valid. I phoned on 1 Sept and was on the phone for an hour,  finally speaking to a ""senior advisor"" who told me to write the serial number on the invoice that Amazon had sent me and send it in again.. I queried this and was told this would definitely do the trick. Having heard nothing I phoned again today. I explained everything to the first person I spoke to who put me on hold for ages. I then spoke to her manager and again explained the full situation to him. His reply was that I had been miss informed and I needed to get a new invoice from Amazon. He said the person who told me was wrong and shouldn't have done so. There was no help or sympathy for my terminally ill friend. All I want is for the tablet to be unlocked so my friend can use it or pass it on, no access to information. Three months, lots and lots of time and I have got nowhere.",1,0.115,0.78,0.105,-0.7096
502,Apple does not care at all about their…Apple does not care at all about their customers.  I purchased Apple Care and wouldn't you know three months after it expired my screen went bad.  They want to charge me $600 to repair it.  When I spoke with the superivsor I asked her how long their computers should last.  She refused to give me an answer.  Completely unaccepatable.  Don't buy Apple!,1,0.148,0.792,0.059,-0.7749
503,"Fraudulent thieves!They hid an app then after they charged me for a years subscription the app magically appeared in my subscriptions.Trying to get a refund is all automated and apparently no human can make the decision! Totally fraudulent and therefore untrustworthy.After phoning Apple I am told by a manager called Abigail that Apple did not charge me, and they don’t have the money to refund me!! BS and lies when asking why the app wasn’t visible until after they defrauded me, they abruptly put the phone down.I am now selling all Apple products and will never return!",1,0.156,0.844,0.0,-0.9332
504,Customer resolution has gone downCustomer resolution has gone down . Or is it just the UK store that’s very incompetent?I thought Apple associates needed a brain to work there? Three weeks trying to solve a simple issue made complicated,1,0.0,0.942,0.058,0.2869
505,"The phone itself is simply garbage.The phone itself is simply garbage.I was playing a game last night and out of nowhere my phone disconnects from wifi and cellular and now its just a brick with pretty colors. the iPhone was a better product in 2012, when they had the home button. Now they have this weird line on the bottom that acts as the home button and persisistently stays there, no matter what you are doing. If you are using maps, games, anything you can name, that button will always be there to f##k up whatever you're doing. And the only way to turn that off is by pressing the power button three times to turn on some idiot, privacy mode which freezes you in the current app and the only way to get out is to press the button three times again and put in a passcode. and yes, you are correct, EVERY TIME. so if you want to privately play a game or app, you have to go through that god awful process. Just bring back the home button, it really does make your product exponentially better.Another thing, I am attempting to set up a genius bar appointment, but my phone is disconnected from cellular AND wifi cause my iPhone 12, like I said, is just a brick with pretty colors. Of course, I forgot my password, and as I try to reset it, guess where it tells me to check for the code, my pretty little brick.So, I can't even set up a genius appointment to fix my  phone, because for some goddamn reason, I need my phone in order to reset my password..... -_-Seriously Apple product team, please go use your product. Its really sad when I get led into circles by your stupid system cause you guys can't get your crap together.I am now going back to Tmobile to return this iPhone 12 and get a Samsung product. Cause f##k no am I going to sit here as I wait for that code to send to my disconnected device that has had zero bars for the past 12 hours. >:(  And god, do I miss being able to emulate, not being restricted by Apple's ""protectionist"" policies, and simply being able to use my device without any stupid, minor setbacks like a retroactive home button that just pisses users off. I switched over a couple years ago to Apple from Samsung to try it out, and IT F##KING BLOWS!",1,0.089,0.822,0.09,-0.6352
506,"I'm having issue with my Mac Book Air…I'm having issue with my Mac Book Air transferring my photos from Application to a Folder and something wasn't working right cause my images wasn't appearing. The customer service said he had no answer for that, in steading looking to solve the issue and ask his supervisor, he says he has no answer to my question. They are really stupid workers at Apple Support. I had many more stupid customer service experience on there. Good luck. Ask to speak a supervisor they may be able to a supervisor, you will have to wait longer.",1,0.106,0.8,0.094,-0.3369
507,"Goodwill gesture is a jokeAs a goodwill gesture, your representative CRYSTAL offered me an iMac. When I called to check on shipping status, ANNIE, an obnoxious supervisor told me “ there will be no iMac. She spoke in error.” Seriously? You don’t even honor your own goodwill gesture? Yuck. You’ve lost my business.",1,0.168,0.775,0.056,-0.6553
508,"I had an ipad 2 that i had forgot about…I had an ipad 2 that i had forgot about for 8 years and wasn’t able to make it work again. Apple support called me everyday to make sure i got everything right, and i did.",5,0.0,0.875,0.125,0.6124
509,"Canadian Apple Service vs US Apple ServiceAre the Canadian Apple service people using a different handbook than Americans, because my issue with the authenification code is just being met by shrugs and an apology. Am I the only person who has had this problem, phone# not matching ID??",1,0.072,0.904,0.025,-0.5081
510,"Arrogant and incompetentArrogant and incompetent. Closed down my appleid after 10+ years, with no explanation and after being passed between multiple agents they referred me to their terms and conditions and said there is nothing they will do. Bye. I have purchased multiple apps on iOS and Mac and lost them all with no explanation.I certainly won't be spending any of my hard-earned money on Apple products in the future.Bye.",1,0.166,0.804,0.031,-0.8625
511,"I was in a very very sticky situation…I was in a very very sticky situation this morning, lost phone, lost card and MacBook that hadn't been updated in years. I can't remember his name but there was such a lovely Scottish fellow that really took the time to help me. I don't know if I will be able to find him but I just wanted to thank him so much for the incredible support. He spent over an hour with me trying to help me with my problem and he succeeded. He wasn't patronising (as tech guys are) and he just listened and helped me. If you read this lovely Scottish man, I really really appreciate it!!!! I wish I had your name to give you a special shout out!",5,0.045,0.687,0.269,0.99
512,Be wary of Apple’s customer service …I have been an Apple supporter and buyer for many years I have all the Apple gadgets. That being said I am very disappointed recently with their customer service or lack of customer service. Everything is very rigid and you have to adapt to Apple. There is no way to give a negative feedback and only through Apple’s feedback service which says your feedback will be dealt with and you won’t be contacted. What is the point of filing a complaint if you won’t get the respect back from Apple to deal directly with you on this issue. To get refunds from Apple Store for Apps that they offer it’s all automated and fixed to limited reasons so personal circumstances aren’t dealt with and you won’t get any reason why your refund is rejected other than it’s part of their terms and conditions. The chat always push you to having calls with customer service senior advisors and some try and help but again others just say sorry read our terms and conditions. This is against the entire remit of transparency and consumer laws in Ireland. For example in Ireland you are entitled to 14 day cancellation for any service and that includes purchases in Apps and a full breakdown of what you bought. This didn’t happen and Apple customer service refused to hear me out or file a detailed complaint calling out their non compliance with Irish and EU law. Today I was offered randomly for a previous purchase of Apple Music for 6 months. I spent hours trying to get this sorted even had to contact my bank and the issue is with apple but again they say they want me to waste more time and have a senior adviser deal with matters via a call. So again limited to what Apple wants. The service and products to be honest or Apple have reduced in quality. My Apple iPhone 14 Pro Max is very disappointing as well. At this stage I amThinking of selling all my apple products and moving to Samsung. Honestly it’s disappointing how rigid Apple is in nit even allowing you to file complaints that will actually be dealt with.,1,0.108,0.836,0.056,-0.9553
513,Always the best!!,5,0.0,0.295,0.705,0.6988
514,"NEVER USE APPLE CSNo accountability...no care.....no respect. You'd be better going to ANYONE else. If I could give it zero stars, I would.",1,0.0,0.76,0.24,0.7184
515,"Expensive but they make decent stuff.Bought a MacBook Air and already own multiple iPhones. Apple get design and utility right and though they're expensive, their ecosystem is difficult to escape (if you want to) as it makes life easy on multiple fronts. The though of an Android phone worries me...hence Apple have me as a virtual lifetime customer...that's good or bad depending on your point of view.",5,0.145,0.717,0.138,-0.3612
516,"The bad service i ever seen in my lifeThe bad service i ever seen in my life, i have an Apple id it shows me that my account is not active!!I tried to reactive it it ask me to log in , at the same time it doesn’t lemm log to my account because it’s not active, so i tried ti contact support and there’s no support email or live chat!!!A big company not offering a live chat?!!!",1,0.15,0.785,0.064,-0.8034
517,"Apple password reset no apple deviceI don't have Apple device but I pay for Apple TV.To reset password you get a code on your phone, next a code on your email, next another code on your phone, than enter credit card information.Then wait 48 hours.I cancelled the crap.",1,0.173,0.762,0.065,-0.5719
518,what a shitt& companywhat a sh$tt& company. you cant even download apps without your bank card.,1,0.0,1.0,0.0,0.0
519,"Avoid as much as you canI’m not surprised that apple has bad customer judgment.I saw middle finger today from apple support. So in other words, don’t pay  apple-care or other useless things.",1,0.287,0.646,0.067,-0.7824
